#  Table f225w.UVIS1.fits[1]  Fri 11:54:27 08-Feb-2013

# row      WAVELENGTH      THROUGHPUT
#           angstroms                

  383           2082.      0.03053697
  384           2083.      0.03081604
  385           2084.      0.03109573
  386           2085.      0.03137603
  387           2086.      0.03165695
  388           2087.      0.03193849
  389           2088.      0.03222064
  390           2089.      0.03250342
  391           2090.       0.0327868
  392           2091.       0.0330585
  393           2092.      0.03330714
  394           2093.      0.03355631
  395           2094.      0.03380601
  396           2095.      0.03405622
  397           2096.      0.03430698
  398           2097.      0.03455827
  399           2098.      0.03481006
  400           2099.       0.0350624
  401           2100.      0.03531526
  402           2101.      0.03563825
  403           2102.      0.03595022
  404           2103.      0.03626375
  405           2104.      0.03657883
  406           2105.      0.03689546
  407           2106.      0.03721366
  408           2107.      0.03753344
  409           2108.      0.03785478
  410           2109.      0.03817771
  411           2110.      0.03850221
  412           2111.      0.03882159
  413           2112.       0.0391301
  414           2113.      0.03944005
  415           2114.      0.03975147
  416           2115.      0.04006436
  417           2116.      0.04037874
  418           2117.      0.04069461
  419           2118.      0.04101195
  420           2119.      0.04133079
  421           2120.      0.04165114
  422           2121.      0.04196484
  423           2122.      0.04227279
  424           2123.      0.04258212
  425           2124.      0.04289281
  426           2125.       0.0432049
  427           2126.      0.04351836
  428           2127.      0.04383322
  429           2128.      0.04414945
  430           2129.       0.0444671
  431           2130.      0.04478613
  432           2131.      0.04510548
  433           2132.      0.04541682
  434           2133.      0.04572952
  435           2134.      0.04604362
  436           2135.      0.04635907
  437           2136.      0.04667592
  438           2137.      0.04699416
  439           2138.       0.0473138
  440           2139.      0.04763481
  441           2140.      0.04795723
  442           2141.      0.04827231
  443           2142.      0.04857239
  444           2143.      0.04887373
  445           2144.      0.04917632
  446           2145.      0.04948016
  447           2146.      0.04978525
  448           2147.      0.05009163
  449           2148.      0.05039925
  450           2149.      0.05070816
  451           2150.      0.05101833
  452           2151.       0.0513197
  453           2152.      0.05160328
  454           2153.      0.05188798
  455           2154.      0.05217376
  456           2155.      0.05246068
  457           2156.      0.05274867
  458           2157.      0.05303777
  459           2158.        0.053328
  460           2159.      0.05361934
  461           2160.      0.05391179
  462           2161.      0.05418875
  463           2162.      0.05444469
  464           2163.      0.05470154
  465           2164.      0.05495922
  466           2165.      0.05521778
  467           2166.      0.05547723
  468           2167.      0.05573753
  469           2168.      0.05599877
  470           2169.      0.05626086
  471           2170.      0.05652381
  472           2171.      0.05678036
  473           2172.      0.05701321
  474           2173.      0.05724678
  475           2174.      0.05748108
  476           2175.      0.05771608
  477           2176.      0.05795185
  478           2177.      0.05818828
  479           2178.      0.05842547
  480           2179.      0.05866339
  481           2180.      0.05890203
  482           2181.      0.05912695
  483           2182.      0.05932432
  484           2183.      0.05952213
  485           2184.      0.05972045
  486           2185.      0.05991923
  487           2186.      0.06011852
  488           2187.      0.06031827
  489           2188.      0.06051854
  490           2189.      0.06071926
  491           2190.       0.0609205
  492           2191.      0.06111288
  493           2192.      0.06128859
  494           2193.      0.06146464
  495           2194.      0.06164103
  496           2195.      0.06181777
  497           2196.      0.06199481
  498           2197.      0.06217222
  499           2198.      0.06234995
  500           2199.      0.06252804
  501           2200.      0.06270646
  502           2201.      0.06289034
  503           2202.      0.06305837
  504           2203.      0.06322664
  505           2204.      0.06339509
  506           2205.      0.06356376
  507           2206.      0.06373265
  508           2207.      0.06390171
  509           2208.      0.06407101
  510           2209.      0.06424052
  511           2210.      0.06441025
  512           2211.      0.06457822
  513           2212.      0.06473231
  514           2213.      0.06488653
  515           2214.      0.06504084
  516           2215.      0.06519525
  517           2216.      0.06534977
  518           2217.      0.06550445
  519           2218.      0.06565917
  520           2219.      0.06581404
  521           2220.      0.06596898
  522           2221.      0.06611864
  523           2222.      0.06626043
  524           2223.      0.06640224
  525           2224.      0.06654406
  526           2225.      0.06668594
  527           2226.      0.06682783
  528           2227.      0.06696975
  529           2228.      0.06711168
  530           2229.      0.06725368
  531           2230.      0.06739566
  532           2231.      0.06750102
  533           2232.      0.06760775
  534           2233.      0.06771437
  535           2234.      0.06782093
  536           2235.      0.06792739
  537           2236.      0.06803375
  538           2237.      0.06814001
  539           2238.       0.0682462
  540           2239.      0.06835227
  541           2240.      0.06845826
  542           2241.      0.06855667
  543           2242.      0.06865732
  544           2243.      0.06875786
  545           2244.      0.06885831
  546           2245.      0.06895863
  547           2246.      0.06905888
  548           2247.      0.06915899
  549           2248.      0.06925902
  550           2249.      0.06935894
  551           2250.      0.06945876
  552           2251.      0.06956473
  553           2252.      0.06967485
  554           2253.      0.06978492
  555           2254.      0.06989493
  556           2255.      0.07000487
  557           2256.      0.07011475
  558           2257.      0.07022457
  559           2258.       0.0703343
  560           2259.      0.07044397
  561           2260.       0.0705536
  562           2261.      0.07066479
  563           2262.      0.07078486
  564           2263.      0.07090492
  565           2264.      0.07102498
  566           2265.      0.07114501
  567           2266.      0.07126503
  568           2267.      0.07138503
  569           2268.        0.071505
  570           2269.      0.07162497
  571           2270.      0.07174494
  572           2271.      0.07186723
  573           2272.      0.07199986
  574           2273.      0.07213259
  575           2274.      0.07226534
  576           2275.      0.07239814
  577           2276.        0.072531
  578           2277.      0.07266388
  579           2278.      0.07279681
  580           2279.      0.07292977
  581           2280.      0.07306279
  582           2281.      0.07318837
  583           2282.      0.07331717
  584           2283.      0.07344602
  585           2284.      0.07357486
  586           2285.      0.07370377
  587           2286.      0.07383271
  588           2287.      0.07396166
  589           2288.      0.07409063
  590           2289.      0.07421965
  591           2290.       0.0743487
  592           2291.      0.07448826
  593           2292.       0.0746408
  594           2293.      0.07479346
  595           2294.      0.07494625
  596           2295.      0.07509914
  597           2296.       0.0752522
  598           2297.      0.07540534
  599           2298.      0.07555863
  600           2299.      0.07571205
  601           2300.      0.07586558
  602           2301.      0.07597478
  603           2302.      0.07608555
  604           2303.      0.07619637
  605           2304.      0.07630732
  606           2305.      0.07641834
  607           2306.      0.07652946
  608           2307.      0.07664064
  609           2308.      0.07675193
  610           2309.      0.07686328
  611           2310.      0.07697473
  612           2311.      0.07708614
  613           2312.      0.07720159
  614           2313.      0.07731714
  615           2314.      0.07743279
  616           2315.      0.07754853
  617           2316.      0.07766437
  618           2317.      0.07778034
  619           2318.       0.0778964
  620           2319.       0.0780125
  621           2320.      0.07812876
  622           2321.       0.0782364
  623           2322.      0.07834482
  624           2323.      0.07845334
  625           2324.      0.07856195
  626           2325.       0.0786706
  627           2326.      0.07877934
  628           2327.      0.07888819
  629           2328.      0.07899704
  630           2329.      0.07910602
  631           2330.      0.07921509
  632           2331.      0.07932983
  633           2332.      0.07944407
  634           2333.       0.0795584
  635           2334.      0.07967277
  636           2335.      0.07978728
  637           2336.      0.07990187
  638           2337.      0.08001653
  639           2338.      0.08013133
  640           2339.      0.08024617
  641           2340.      0.08036117
  642           2341.      0.08047312
  643           2342.      0.08058105
  644           2343.        0.080689
  645           2344.      0.08079709
  646           2345.      0.08090519
  647           2346.       0.0810134
  648           2347.      0.08112166
  649           2348.      0.08123003
  650           2349.      0.08133843
  651           2350.      0.08144691
  652           2351.      0.08155042
  653           2352.      0.08164445
  654           2353.      0.08173849
  655           2354.      0.08183262
  656           2355.      0.08192676
  657           2356.      0.08202092
  658           2357.      0.08211514
  659           2358.      0.08220935
  660           2359.      0.08230361
  661           2360.       0.0823979
  662           2361.      0.08247978
  663           2362.      0.08255251
  664           2363.      0.08262517
  665           2364.      0.08269784
  666           2365.      0.08277052
  667           2366.      0.08284317
  668           2367.      0.08291578
  669           2368.       0.0829884
  670           2369.      0.08306097
  671           2370.      0.08313359
  672           2371.      0.08320859
  673           2372.      0.08327272
  674           2373.      0.08333679
  675           2374.       0.0834008
  676           2375.      0.08346479
  677           2376.      0.08352873
  678           2377.      0.08359262
  679           2378.      0.08365647
  680           2379.       0.0837203
  681           2380.      0.08378407
  682           2381.      0.08384234
  683           2382.      0.08388888
  684           2383.      0.08393534
  685           2384.      0.08398172
  686           2385.      0.08402801
  687           2386.      0.08407423
  688           2387.      0.08412034
  689           2388.      0.08416642
  690           2389.      0.08421237
  691           2390.      0.08425823
  692           2391.      0.08428994
  693           2392.      0.08430731
  694           2393.      0.08432451
  695           2394.      0.08434163
  696           2395.      0.08435857
  697           2396.      0.08437539
  698           2397.      0.08439207
  699           2398.      0.08440861
  700           2399.      0.08442499
  701           2400.      0.08444124
  702           2401.      0.08435133
  703           2402.      0.08424827
  704           2403.      0.08414523
  705           2404.      0.08404216
  706           2405.      0.08393909
  707           2406.      0.08383604
  708           2407.      0.08373296
  709           2408.      0.08362989
  710           2409.      0.08352681
  711           2410.      0.08342374
  712           2411.      0.08331442
  713           2412.      0.08318997
  714           2413.      0.08306554
  715           2414.       0.0829411
  716           2415.      0.08281666
  717           2416.      0.08269224
  718           2417.      0.08256779
  719           2418.      0.08244337
  720           2419.      0.08231893
  721           2420.       0.0821945
  722           2421.      0.08206608
  723           2422.      0.08192819
  724           2423.      0.08179033
  725           2424.      0.08165248
  726           2425.      0.08151464
  727           2426.      0.08137681
  728           2427.      0.08123896
  729           2428.       0.0811011
  730           2429.      0.08096328
  731           2430.      0.08082546
  732           2431.      0.08066255
  733           2432.      0.08048356
  734           2433.      0.08030466
  735           2434.      0.08012587
  736           2435.      0.07994717
  737           2436.      0.07976856
  738           2437.      0.07959003
  739           2438.      0.07941163
  740           2439.       0.0792333
  741           2440.      0.07905509
  742           2441.       0.0788819
  743           2442.      0.07870308
  744           2443.      0.07852435
  745           2444.      0.07834568
  746           2445.      0.07816708
  747           2446.      0.07798855
  748           2447.      0.07781005
  749           2448.      0.07763167
  750           2449.      0.07745332
  751           2450.      0.07727505
  752           2451.      0.07709286
  753           2452.      0.07690004
  754           2453.      0.07670733
  755           2454.      0.07651467
  756           2455.       0.0763221
  757           2456.      0.07612959
  758           2457.      0.07593719
  759           2458.      0.07574484
  760           2459.      0.07555255
  761           2460.      0.07536036
  762           2461.       0.0751575
  763           2462.      0.07494429
  764           2463.      0.07473119
  765           2464.      0.07451824
  766           2465.      0.07430538
  767           2466.      0.07409265
  768           2467.      0.07388002
  769           2468.      0.07366756
  770           2469.      0.07345521
  771           2470.      0.07324297
  772           2471.      0.07303526
  773           2472.      0.07282088
  774           2473.      0.07260659
  775           2474.      0.07239237
  776           2475.      0.07217825
  777           2476.      0.07196424
  778           2477.      0.07175031
  779           2478.      0.07153647
  780           2479.      0.07132271
  781           2480.      0.07110905
  782           2481.      0.07089391
  783           2482.      0.07067408
  784           2483.      0.07045433
  785           2484.      0.07023471
  786           2485.      0.07001515
  787           2486.      0.06979573
  788           2487.      0.06957638
  789           2488.       0.0693571
  790           2489.      0.06913794
  791           2490.      0.06891886
  792           2491.       0.0686914
  793           2492.      0.06845738
  794           2493.      0.06822349
  795           2494.      0.06798973
  796           2495.      0.06775613
  797           2496.      0.06752266
  798           2497.      0.06728935
  799           2498.      0.06705616
  800           2499.      0.06682312
  801           2500.      0.06659023
  802           2501.      0.06633928
  803           2502.      0.06608357
  804           2503.      0.06582812
  805           2504.       0.0655729
  806           2505.      0.06531792
  807           2506.       0.0650632
  808           2507.       0.0648087
  809           2508.      0.06455447
  810           2509.      0.06430046
  811           2510.      0.06404672
  812           2511.      0.06379171
  813           2512.      0.06353176
  814           2513.      0.06327207
  815           2514.      0.06301262
  816           2515.      0.06275342
  817           2516.      0.06249448
  818           2517.      0.06223581
  819           2518.      0.06197734
  820           2519.      0.06171918
  821           2520.      0.06146124
  822           2521.       0.0611961
  823           2522.      0.06092502
  824           2523.      0.06065427
  825           2524.      0.06038382
  826           2525.      0.06011369
  827           2526.      0.05984386
  828           2527.      0.05957435
  829           2528.      0.05930516
  830           2529.      0.05903625
  831           2530.      0.05876767
  832           2531.      0.05850333
  833           2532.      0.05823407
  834           2533.      0.05796507
  835           2534.      0.05769635
  836           2535.      0.05742789
  837           2536.       0.0571597
  838           2537.       0.0568918
  839           2538.      0.05662416
  840           2539.      0.05635679
  841           2540.       0.0560897
  842           2541.      0.05582203
  843           2542.      0.05555158
  844           2543.      0.05528137
  845           2544.      0.05501146
  846           2545.      0.05474179
  847           2546.      0.05447245
  848           2547.      0.05420335
  849           2548.      0.05393454
  850           2549.      0.05366597
  851           2550.      0.05339772
  852           2551.       0.0531245
  853           2552.      0.05285013
  854           2553.      0.05257611
  855           2554.      0.05230239
  856           2555.      0.05202902
  857           2556.      0.05175599
  858           2557.      0.05148328
  859           2558.      0.05121089
  860           2559.      0.05093883
  861           2560.       0.0506671
  862           2561.      0.05039881
  863           2562.      0.05012539
  864           2563.      0.04985225
  865           2564.       0.0495794
  866           2565.      0.04930684
  867           2566.      0.04903457
  868           2567.      0.04876259
  869           2568.       0.0484909
  870           2569.      0.04821949
  871           2570.      0.04794838
  872           2571.      0.04767768
  873           2572.      0.04740732
  874           2573.      0.04713726
  875           2574.       0.0468675
  876           2575.      0.04659802
  877           2576.      0.04632884
  878           2577.      0.04605993
  879           2578.      0.04579132
  880           2579.        0.045523
  881           2580.      0.04525497
  882           2581.      0.04498354
  883           2582.      0.04471361
  884           2583.      0.04444403
  885           2584.      0.04417477
  886           2585.      0.04390586
  887           2586.      0.04363727
  888           2587.      0.04336902
  889           2588.      0.04310113
  890           2589.      0.04283357
  891           2590.      0.04256634
  892           2591.       0.0423028
  893           2592.       0.0420374
  894           2593.      0.04177228
  895           2594.      0.04150746
  896           2595.      0.04124292
  897           2596.       0.0409787
  898           2597.      0.04071474
  899           2598.      0.04045111
  900           2599.      0.04018775
  901           2600.      0.03992468
  902           2601.       0.0396429
  903           2602.      0.03936183
  904           2603.      0.03908127
  905           2604.      0.03880123
  906           2605.       0.0385217
  907           2606.      0.03824269
  908           2607.      0.03796419
  909           2608.      0.03768621
  910           2609.      0.03740875
  911           2610.      0.03713179
  912           2611.      0.03685438
  913           2612.      0.03658575
  914           2613.      0.03631767
  915           2614.      0.03605012
  916           2615.       0.0357831
  917           2616.      0.03551664
  918           2617.      0.03525072
  919           2618.      0.03498534
  920           2619.      0.03472049
  921           2620.       0.0344562
  922           2621.      0.03419524
  923           2622.       0.0339333
  924           2623.      0.03367185
  925           2624.      0.03341093
  926           2625.      0.03315049
  927           2626.      0.03289055
  928           2627.      0.03263111
  929           2628.      0.03237217
  930           2629.      0.03211372
  931           2630.      0.03185579
  932           2631.       0.0316006
  933           2632.      0.03134858
  934           2633.      0.03109703
  935           2634.      0.03084595
  936           2635.      0.03059534
  937           2636.       0.0303452
  938           2637.      0.03009553
  939           2638.      0.02984634
  940           2639.      0.02959762
  941           2640.      0.02934937
  942           2641.      0.02910064
  943           2642.      0.02885859
  944           2643.      0.02861702
  945           2644.      0.02837594
  946           2645.      0.02813538
  947           2646.      0.02789532
  948           2647.      0.02765575
  949           2648.      0.02741669
  950           2649.      0.02717812
  951           2650.      0.02694006
  952           2651.      0.02670753
  953           2652.      0.02648496
  954           2653.      0.02626281
  955           2654.       0.0260411
  956           2655.      0.02581983
  957           2656.      0.02559898
  958           2657.      0.02537856
  959           2658.      0.02515858
  960           2659.      0.02493903
  961           2660.      0.02471991
  962           2661.      0.02450272
  963           2662.      0.02429154
  964           2663.      0.02408076
  965           2664.      0.02387042
  966           2665.      0.02366049
  967           2666.      0.02345096
  968           2667.      0.02324186
  969           2668.      0.02303318
  970           2669.      0.02282492
  971           2670.      0.02261707
  972           2671.      0.02240812
  973           2672.      0.02220152
  974           2673.      0.02199536
  975           2674.      0.02178965
  976           2675.       0.0215844
  977           2676.      0.02137959
  978           2677.      0.02117524
  979           2678.      0.02097134
  980           2679.      0.02076789
  981           2680.      0.02056489
  982           2681.      0.02036548
  983           2682.      0.02017129
  984           2683.      0.01997749
  985           2684.      0.01978411
  986           2685.      0.01959112
  987           2686.      0.01939853
  988           2687.      0.01920635
  989           2688.      0.01901457
  990           2689.      0.01882319
  991           2690.      0.01863222
  992           2691.      0.01844397
  993           2692.      0.01826522
  994           2693.      0.01808685
  995           2694.      0.01790885
  996           2695.      0.01773123
  997           2696.      0.01755399
  998           2697.      0.01737713
  999           2698.      0.01720064
 1000           2699.      0.01702453
 1001           2700.       0.0168488
 1002           2701.      0.01669484
 1003           2702.      0.01655032
 1004           2703.      0.01640584
 1005           2704.      0.01626138
 1006           2705.      0.01611697
 1007           2706.      0.01597258
 1008           2707.      0.01582824
 1009           2708.      0.01568392
 1010           2709.      0.01553964
 1011           2710.      0.01539539
 1012           2711.      0.01525402
 1013           2712.      0.01511854
 1014           2713.      0.01498307
 1015           2714.      0.01484761
 1016           2715.      0.01471216
 1017           2716.      0.01457671
 1018           2717.      0.01444128
 1019           2718.      0.01430585
 1020           2719.      0.01417042
 1021           2720.        0.014035
 1022           2721.      0.01390167
 1023           2722.      0.01377694
 1024           2723.      0.01365223
 1025           2724.      0.01352751
 1026           2725.       0.0134028
 1027           2726.       0.0132781
 1028           2727.       0.0131534
 1029           2728.      0.01302871
 1030           2729.      0.01290403
 1031           2730.      0.01277936
 1032           2731.      0.01265426
 1033           2732.      0.01253218
 1034           2733.      0.01241013
 1035           2734.       0.0122881
 1036           2735.      0.01216611
 1037           2736.      0.01204415
 1038           2737.      0.01192221
 1039           2738.      0.01180031
 1040           2739.      0.01167843
 1041           2740.      0.01155658
 1042           2741.      0.01143802
 1043           2742.      0.01132891
 1044           2743.      0.01121981
 1045           2744.      0.01111071
 1046           2745.      0.01100162
 1047           2746.      0.01089253
 1048           2747.      0.01078345
 1049           2748.      0.01067438
 1050           2749.      0.01056531
 1051           2750.      0.01045625
 1052           2751.      0.01034586
 1053           2752.      0.01023373
 1054           2753.      0.01012163
 1055           2754.      0.01000957
 1056           2755.     0.009897522
 1057           2756.     0.009785502
 1058           2757.     0.009673513
 1059           2758.     0.009561549
 1060           2759.     0.009449608
 1061           2760.     0.009337701
 1062           2761.     0.009228952
 1063           2762.     0.009130336
 1064           2763.     0.009031731
 1065           2764.      0.00893313
 1066           2765.     0.008834534
 1067           2766.     0.008735945
 1068           2767.     0.008637363
 1069           2768.     0.008538776
 1070           2769.     0.008440205
 1071           2770.     0.008341637
 1072           2771.     0.008247738
 1073           2772.     0.008174793
 1074           2773.      0.00810185
 1075           2774.     0.008028911
 1076           2775.     0.007955975
 1077           2776.     0.007883048
 1078           2777.     0.007810117
 1079           2778.     0.007737196
 1080           2779.     0.007664276
 1081           2780.     0.007591363
 1082           2781.     0.007518238
 1083           2782.     0.007447253
 1084           2783.     0.007376283
 1085           2784.     0.007305329
 1086           2785.     0.007234392
 1087           2786.     0.007163474
 1088           2787.      0.00709257
 1089           2788.     0.007021687
 1090           2789.     0.006950818
 1091           2790.     0.006879965
 1092           2791.     0.006808368
 1093           2792.     0.006730343
 1094           2793.     0.006652323
 1095           2794.     0.006574308
 1096           2795.     0.006496295
 1097           2796.      0.00641829
 1098           2797.     0.006340287
 1099           2798.     0.006262291
 1100           2799.     0.006184296
 1101           2800.     0.006106309
 1102           2801.     0.006034814
 1103           2802.     0.005979466
 1104           2803.      0.00592407
 1105           2804.     0.005868614
 1106           2805.     0.005813105
 1107           2806.     0.005757543
 1108           2807.     0.005701927
 1109           2808.     0.005646256
 1110           2809.     0.005590531
 1111           2810.     0.005534753
 1112           2811.     0.005476235
 1113           2812.     0.005407138
 1114           2813.     0.005337989
 1115           2814.     0.005268784
 1116           2815.     0.005199525
 1117           2816.     0.005130213
 1118           2817.     0.005060844
 1119           2818.     0.004991422
 1120           2819.     0.004921949
 1121           2820.     0.004852419
 1122           2821.     0.004784742
 1123           2822.     0.004724196
 1124           2823.     0.004663589
