#  Table f275w.UVIS1.fits[1]  Fri 11:54:27 08-Feb-2013

# row      WAVELENGTH      THROUGHPUT
#           angstroms                

  374           2073.     5.476669E-7
  375           2074.     5.714506E-7
  376           2075.     5.952882E-7
  377           2076.     6.191793E-7
  378           2077.     6.431247E-7
  379           2078.     6.671241E-7
  380           2079.     6.911777E-7
  381           2080.     7.152854E-7
  382           2081.     7.538086E-7
  383           2082.     8.205735E-7
  384           2083.     8.875013E-7
  385           2084.     9.545928E-7
  386           2085.     1.021848E-6
  387           2086.     1.089266E-6
  388           2087.     1.156849E-6
  389           2088.     1.224595E-6
  390           2089.     1.292505E-6
  391           2090.     1.360579E-6
  392           2091.     1.428800E-6
  393           2092.     1.497184E-6
  394           2093.     1.565730E-6
  395           2094.     1.634440E-6
  396           2095.     1.703312E-6
  397           2096.     1.772348E-6
  398           2097.     1.841547E-6
  399           2098.     1.910909E-6
  400           2099.     1.980435E-6
  401           2100.     2.050124E-6
  402           2101.     2.161726E-6
  403           2102.     2.348766E-6
  404           2103.     2.537022E-6
  405           2104.     2.726499E-6
  406           2105.     2.917199E-6
  407           2106.     3.109127E-6
  408           2107.     3.302288E-6
  409           2108.     3.496687E-6
  410           2109.     3.692323E-6
  411           2110.     3.889205E-6
  412           2111.     4.007129E-6
  413           2112.     3.963474E-6
  414           2113.     3.919472E-6
  415           2114.     3.875126E-6
  416           2115.     3.830431E-6
  417           2116.     3.785389E-6
  418           2117.     3.739998E-6
  419           2118.     3.694255E-6
  420           2119.     3.648161E-6
  421           2120.     3.601714E-6
  422           2121.     3.751835E-6
  423           2122.     4.305908E-6
  424           2123.     4.863410E-6
  425           2124.     5.424349E-6
  426           2125.     5.988740E-6
  427           2126.     6.556589E-6
  428           2127.     7.127907E-6
  429           2128.     7.702705E-6
  430           2129.     8.280996E-6
  431           2130.     8.862787E-6
  432           2131.     9.465990E-6
  433           2132.     1.010830E-5
  434           2133.     1.075457E-5
  435           2134.     1.140482E-5
  436           2135.     1.205904E-5
  437           2136.     1.271727E-5
  438           2137.     1.337951E-5
  439           2138.     1.404577E-5
  440           2139.     1.471607E-5
  441           2140.     1.539041E-5
  442           2141.     1.596123E-5
  443           2142.     1.631234E-5
  444           2143.     1.666544E-5
  445           2144.     1.702053E-5
  446           2145.     1.737763E-5
  447           2146.     1.773673E-5
  448           2147.     1.809786E-5
  449           2148.     1.846100E-5
  450           2149.     1.882617E-5
  451           2150.     1.919337E-5
  452           2151.     1.957700E-5
  453           2152.     1.999374E-5
  454           2153.     2.041281E-5
  455           2154.     2.083420E-5
  456           2155.     2.125793E-5
  457           2156.     2.168399E-5
  458           2157.     2.211240E-5
  459           2158.     2.254317E-5
  460           2159.     2.297629E-5
  461           2160.     2.341178E-5
  462           2161.     2.393659E-5
  463           2162.     2.465419E-5
  464           2163.     2.537574E-5
  465           2164.     2.610122E-5
  466           2165.     2.683065E-5
  467           2166.     2.756406E-5
  468           2167.     2.830142E-5
  469           2168.     2.904279E-5
  470           2169.     2.978815E-5
  471           2170.     3.053750E-5
  472           2171.     3.187823E-5
  473           2172.     3.447733E-5
  474           2173.     3.709151E-5
  475           2174.     3.972085E-5
  476           2175.     4.236533E-5
  477           2176.     4.502510E-5
  478           2177.     4.770009E-5
  479           2178.     5.039042E-5
  480           2179.     5.309612E-5
  481           2180.     5.581722E-5
  482           2181.     5.923895E-5
  483           2182.     6.416267E-5
  484           2183.     6.911447E-5
  485           2184.     7.409449E-5
  486           2185.     7.910279E-5
  487           2186.     8.413948E-5
  488           2187.     8.920458E-5
  489           2188.     9.429824E-5
  490           2189.     9.942048E-5
  491           2190.     1.045715E-4
  492           2191.     1.091962E-4
  493           2192.     1.126429E-4
  494           2193.     1.161082E-4
  495           2194.     1.195921E-4
  496           2195.     1.230948E-4
  497           2196.     1.266161E-4
  498           2197.     1.301563E-4
  499           2198.     1.337154E-4
  500           2199.     1.372934E-4
  501           2200.     1.408903E-4
  502           2201.     1.438846E-4
  503           2202.     1.454632E-4
  504           2203.     1.470497E-4
  505           2204.     1.486439E-4
  506           2205.     1.502460E-4
  507           2206.     1.518558E-4
  508           2207.     1.534733E-4
  509           2208.     1.550988E-4
  510           2209.     1.567322E-4
  511           2210.     1.583734E-4
  512           2211.     1.608944E-4
  513           2212.     1.653420E-4
  514           2213.     1.698149E-4
  515           2214.     1.743131E-4
  516           2215.     1.788366E-4
  517           2216.     1.833856E-4
  518           2217.     1.879603E-4
  519           2218.     1.925604E-4
  520           2219.     1.971864E-4
  521           2220.     2.018379E-4
  522           2221.     2.090834E-4
  523           2222.     2.221473E-4
  524           2223.     2.352872E-4
  525           2224.     2.485033E-4
  526           2225.     2.617960E-4
  527           2226.     2.751654E-4
  528           2227.     2.886118E-4
  529           2228.     3.021351E-4
  530           2229.     3.157360E-4
  531           2230.     3.294144E-4
  532           2231.     3.453839E-4
  533           2232.     3.668689E-4
  534           2233.     3.884547E-4
  535           2234.     4.101418E-4
  536           2235.     4.319304E-4
  537           2236.     4.538203E-4
  538           2237.     4.758120E-4
  539           2238.     4.979056E-4
  540           2239.     5.201010E-4
  541           2240.     5.423991E-4
  542           2241.     5.630150E-4
  543           2242.     5.797999E-4
  544           2243.     5.966561E-4
  545           2244.     6.135841E-4
  546           2245.     6.305838E-4
  547           2246.     6.476555E-4
  548           2247.     6.647988E-4
  549           2248.     6.820146E-4
  550           2249.     6.993022E-4
  551           2250.     7.166623E-4
  552           2251.     7.290078E-4
  553           2252.     7.295392E-4
  554           2253.     7.300673E-4
  555           2254.     7.305921E-4
  556           2255.     7.311130E-4
  557           2256.     7.316304E-4
  558           2257.     7.321444E-4
  559           2258.     7.326547E-4
  560           2259.     7.331614E-4
  561           2260.     7.336647E-4
  562           2261.     7.342729E-4
  563           2262.     7.351848E-4
  564           2263.     7.360949E-4
  565           2264.     7.370035E-4
  566           2265.     7.379103E-4
  567           2266.     7.388155E-4
  568           2267.     7.397189E-4
  569           2268.     7.406205E-4
  570           2269.     7.415208E-4
  571           2270.     7.424194E-4
  572           2271.     7.488045E-4
  573           2272.     7.682142E-4
  574           2273.     7.877037E-4
  575           2274.     8.072721E-4
  576           2275.     8.269204E-4
  577           2276.     8.466482E-4
  578           2277.     8.664555E-4
  579           2278.     8.863432E-4
  580           2279.     9.063105E-4
  581           2280.     9.263582E-4
  582           2281.     9.549828E-4
  583           2282.      0.00100425
  584           2283.     0.001053712
  585           2284.     0.001103369
  586           2285.     0.001153221
  587           2286.     0.001203268
  588           2287.      0.00125351
  589           2288.     0.001303948
  590           2289.     0.001354582
  591           2290.     0.001405412
  592           2291.     0.001464693
  593           2292.      0.00154386
  594           2293.     0.001623347
  595           2294.     0.001703155
  596           2295.     0.001783282
  597           2296.     0.001863732
  598           2297.     0.001944502
  599           2298.     0.002025595
  600           2299.      0.00210701
  601           2300.     0.002188748
  602           2301.     0.002265034
  603           2302.     0.002330762
  604           2303.     0.002396674
  605           2304.     0.002462773
  606           2305.     0.002529058
  607           2306.      0.00259553
  608           2307.     0.002662188
  609           2308.     0.002729032
  610           2309.     0.002796064
  611           2310.     0.002863283
  612           2311.     0.002915072
  613           2312.     0.002928792
  614           2313.     0.002942543
  615           2314.     0.002956324
  616           2315.     0.002970135
  617           2316.     0.002983978
  618           2317.     0.002997851
  619           2318.     0.003011754
  620           2319.     0.003025687
  621           2320.     0.003039652
  622           2321.     0.003049483
  623           2322.     0.003049844
  624           2323.     0.003050198
  625           2324.     0.003050547
  626           2325.     0.003050886
  627           2326.     0.003051219
  628           2327.     0.003051545
  629           2328.     0.003051863
  630           2329.     0.003052174
  631           2330.     0.003052479
  632           2331.     0.003062831
  633           2332.     0.003097905
  634           2333.     0.003133067
  635           2334.     0.003168316
  636           2335.     0.003203654
  637           2336.      0.00323908
  638           2337.     0.003274594
  639           2338.     0.003310197
  640           2339.     0.003345887
  641           2340.     0.003381668
  642           2341.     0.003430151
  643           2342.     0.003510965
  644           2343.     0.003591985
  645           2344.     0.003673216
  646           2345.     0.003754655
  647           2346.     0.003836303
  648           2347.     0.003918161
  649           2348.     0.004000229
  650           2349.     0.004082505
  651           2350.     0.004164991
  652           2351.     0.004256661
  653           2352.     0.004371778
  654           2353.     0.004487189
  655           2354.     0.004602896
  656           2355.     0.004718896
  657           2356.      0.00483519
  658           2357.     0.004951778
  659           2358.     0.005068662
  660           2359.     0.005185839
  661           2360.     0.005303313
  662           2361.     0.005418201
  663           2362.      0.00552741
  664           2363.     0.005636867
  665           2364.     0.005746573
  666           2365.     0.005856535
  667           2366.     0.005966747
  668           2367.     0.006077207
  669           2368.     0.006187921
  670           2369.     0.006298886
  671           2370.     0.006410106
  672           2371.     0.006512091
  673           2372.     0.006588076
  674           2373.     0.006664237
  675           2374.     0.006740574
  676           2375.     0.006817091
  677           2376.     0.006893786
  678           2377.     0.006970658
  679           2378.     0.007047709
  680           2379.     0.007124941
  681           2380.     0.007202351
  682           2381.      0.00727777
  683           2382.     0.007347853
  684           2383.     0.007418095
  685           2384.     0.007488497
  686           2385.     0.007559055
  687           2386.     0.007629774
  688           2387.      0.00770065
  689           2388.     0.007771689
  690           2389.     0.007842884
  691           2390.     0.007914236
  692           2391.     0.007997863
  693           2392.     0.008116439
  694           2393.     0.008235264
  695           2394.     0.008354348
  696           2395.     0.008473685
  697           2396.     0.008593276
  698           2397.     0.008713122
  699           2398.     0.008833224
  700           2399.     0.008953578
  701           2400.     0.009074187
  702           2401.     0.009211631
  703           2402.     0.009423939
  704           2403.     0.009636215
  705           2404.     0.009848461
  706           2405.      0.01006068
  707           2406.      0.01027287
  708           2407.      0.01048502
  709           2408.      0.01069715
  710           2409.      0.01090925
  711           2410.      0.01112132
  712           2411.      0.01136977
  713           2412.      0.01171838
  714           2413.      0.01206693
  715           2414.      0.01241543
  716           2415.      0.01276387
  717           2416.      0.01311225
  718           2417.      0.01346058
  719           2418.      0.01380886
  720           2419.      0.01415707
  721           2420.      0.01450523
  722           2421.      0.01488622
  723           2422.      0.01535868
  724           2423.      0.01583106
  725           2424.      0.01630336
  726           2425.      0.01677557
  727           2426.       0.0172477
  728           2427.      0.01771974
  729           2428.       0.0181917
  730           2429.      0.01866357
  731           2430.      0.01913536
  732           2431.      0.01961568
  733           2432.      0.02013311
  734           2433.      0.02065018
  735           2434.      0.02116692
  736           2435.      0.02168331
  737           2436.      0.02219936
  738           2437.      0.02271505
  739           2438.      0.02323042
  740           2439.      0.02374543
  741           2440.      0.02426011
  742           2441.      0.02476948
  743           2442.      0.02525829
  744           2443.      0.02574685
  745           2444.      0.02623518
  746           2445.      0.02672327
  747           2446.      0.02721112
  748           2447.      0.02769871
  749           2448.      0.02818608
  750           2449.       0.0286732
  751           2450.      0.02916008
  752           2451.      0.02964542
  753           2452.      0.03012709
  754           2453.      0.03060854
  755           2454.      0.03108974
  756           2455.       0.0315707
  757           2456.       0.0320514
  758           2457.      0.03253187
  759           2458.      0.03301208
  760           2459.      0.03349205
  761           2460.      0.03397178
  762           2461.      0.03447839
  763           2462.      0.03507315
  764           2463.      0.03566747
  765           2464.       0.0362614
  766           2465.      0.03685489
  767           2466.      0.03744797
  768           2467.      0.03804062
  769           2468.      0.03863287
  770           2469.       0.0392247
  771           2470.       0.0398161
  772           2471.      0.04047178
  773           2472.      0.04130679
  774           2473.      0.04214136
  775           2474.       0.0429755
  776           2475.      0.04380921
  777           2476.      0.04464247
  778           2477.      0.04547532
  779           2478.      0.04630773
  780           2479.      0.04713969
  781           2480.      0.04797124
  782           2481.      0.04886773
  783           2482.      0.04995884
  784           2483.      0.05104936
  785           2484.      0.05213932
  786           2485.       0.0532287
  787           2486.      0.05431755
  788           2487.      0.05540581
  789           2488.      0.05649349
  790           2489.       0.0575806
  791           2490.      0.05866714
  792           2491.       0.0597796
  793           2492.      0.06098764
  794           2493.      0.06219482
  795           2494.      0.06340113
  796           2495.      0.06460661
  797           2496.      0.06581121
  798           2497.      0.06701496
  799           2498.      0.06821784
  800           2499.      0.06941988
  801           2500.      0.07062105
  802           2501.      0.07177802
  803           2502.      0.07285579
  804           2503.       0.0739322
  805           2504.      0.07500725
  806           2505.      0.07608092
  807           2506.      0.07715324
  808           2507.       0.0782242
  809           2508.      0.07929379
  810           2509.        0.080362
  811           2510.      0.08142888
  812           2511.      0.08243514
  813           2512.      0.08325601
  814           2513.      0.08407578
  815           2514.       0.0848945
  816           2515.      0.08571213
  817           2516.       0.0865287
  818           2517.       0.0873442
  819           2518.      0.08815861
  820           2519.      0.08897197
  821           2520.      0.08978422
  822           2521.      0.09054238
  823           2522.      0.09115849
  824           2523.      0.09177367
  825           2524.       0.0923879
  826           2525.      0.09300113
  827           2526.      0.09361344
  828           2527.      0.09422475
  829           2528.      0.09483512
  830           2529.      0.09544451
  831           2530.      0.09605294
  832           2531.      0.09665972
  833           2532.      0.09723432
  834           2533.       0.0978081
  835           2534.      0.09838109
  836           2535.      0.09895328
  837           2536.      0.09952465
  838           2537.       0.1000953
  839           2538.       0.1006651
  840           2539.       0.1012341
  841           2540.       0.1018023
  842           2541.       0.1023757
  843           2542.       0.1029672
  844           2543.       0.1035578
  845           2544.       0.1041475
  846           2545.       0.1047364
  847           2546.       0.1053246
  848           2547.       0.1059118
  849           2548.       0.1064983
  850           2549.       0.1070838
  851           2550.       0.1076686
  852           2551.       0.1082371
  853           2552.       0.1087859
  854           2553.       0.1093338
  855           2554.       0.1098807
  856           2555.       0.1104268
  857           2556.        0.110972
  858           2557.       0.1115163
  859           2558.       0.1120596
  860           2559.       0.1126021
  861           2560.       0.1131436
  862           2561.       0.1136633
  863           2562.       0.1140777
  864           2563.       0.1144914
  865           2564.       0.1149045
  866           2565.        0.115317
  867           2566.       0.1157289
  868           2567.       0.1161401
  869           2568.       0.1165507
  870           2569.       0.1169606
  871           2570.       0.1173699
  872           2571.        0.117737
  873           2572.       0.1179641
  874           2573.       0.1181908
  875           2574.        0.118417
  876           2575.       0.1186428
  877           2576.       0.1188683
  878           2577.       0.1190932
  879           2578.       0.1193178
  880           2579.        0.119542
  881           2580.       0.1197658
  882           2581.        0.119945
  883           2582.       0.1200108
  884           2583.       0.1200763
  885           2584.       0.1201416
  886           2585.       0.1202067
  887           2586.       0.1202715
  888           2587.        0.120336
  889           2588.       0.1204004
  890           2589.       0.1204645
  891           2590.       0.1205283
  892           2591.       0.1205824
  893           2592.       0.1205641
  894           2593.       0.1205458
  895           2594.       0.1205274
  896           2595.       0.1205088
  897           2596.       0.1204902
  898           2597.       0.1204714
  899           2598.       0.1204526
  900           2599.       0.1204336
  901           2600.       0.1204145
  902           2601.       0.1203243
  903           2602.       0.1201885
  904           2603.       0.1200527
  905           2604.       0.1199167
  906           2605.       0.1197807
  907           2606.       0.1196447
  908           2607.       0.1195086
  909           2608.       0.1193725
  910           2609.       0.1192363
  911           2610.          0.1191
  912           2611.       0.1189383
  913           2612.       0.1187245
  914           2613.       0.1185109
  915           2614.       0.1182974
  916           2615.        0.118084
  917           2616.       0.1178708
  918           2617.       0.1176577
  919           2618.       0.1174447
  920           2619.       0.1172318
  921           2620.       0.1170191
  922           2621.       0.1168011
  923           2622.       0.1165241
  924           2623.       0.1162474
  925           2624.       0.1159711
  926           2625.       0.1156949
  927           2626.        0.115419
  928           2627.       0.1151435
  929           2628.       0.1148681
  930           2629.        0.114593
  931           2630.       0.1143183
  932           2631.       0.1140344
  933           2632.       0.1136972
  934           2633.       0.1133604
  935           2634.        0.113024
  936           2635.        0.112688
  937           2636.       0.1123524
  938           2637.       0.1120172
  939           2638.       0.1116824
  940           2639.        0.111348
  941           2640.        0.111014
  942           2641.       0.1106657
  943           2642.       0.1103002
  944           2643.       0.1099353
  945           2644.       0.1095708
  946           2645.       0.1092069
  947           2646.       0.1088435
  948           2647.       0.1084806
  949           2648.       0.1081182
  950           2649.       0.1077564
  951           2650.       0.1073951
  952           2651.        0.107049
  953           2652.       0.1067207
  954           2653.       0.1063928
  955           2654.       0.1060653
  956           2655.       0.1057382
  957           2656.       0.1054116
  958           2657.       0.1050853
  959           2658.       0.1047595
  960           2659.       0.1044341
  961           2660.        0.104109
  962           2661.       0.1037947
  963           2662.       0.1035192
  964           2663.       0.1032439
  965           2664.        0.102969
  966           2665.       0.1026944
  967           2666.         0.10242
  968           2667.        0.102146
  969           2668.       0.1018723
  970           2669.       0.1015988
  971           2670.       0.1013257
  972           2671.       0.1010557
  973           2672.       0.1008324
  974           2673.       0.1006093
  975           2674.       0.1003864
  976           2675.       0.1001636
  977           2676.      0.09994107
  978           2677.       0.0997187
  979           2678.      0.09949657
  980           2679.      0.09927461
  981           2680.      0.09905285
  982           2681.       0.0988459
  983           2682.      0.09866027
  984           2683.      0.09847468
  985           2684.      0.09828925
  986           2685.      0.09810388
  987           2686.      0.09791856
  988           2687.      0.09773339
  989           2688.      0.09754831
  990           2689.      0.09736328
  991           2690.      0.09717841
  992           2691.       0.0969903
  993           2692.      0.09678891
  994           2693.      0.09658759
  995           2694.      0.09638645
  996           2695.      0.09618541
  997           2696.      0.09598451
  998           2697.      0.09578378
  999           2698.      0.09558315
 1000           2699.      0.09538268
 1001           2700.      0.09518234
 1002           2701.      0.09508102
 1003           2702.      0.09494067
 1004           2703.      0.09480036
 1005           2704.      0.09466006
 1006           2705.      0.09451979
 1007           2706.      0.09437956
 1008           2707.      0.09423937
 1009           2708.      0.09409919
 1010           2709.        0.093959
 1011           2710.      0.09381887
 1012           2711.      0.09367924
 1013           2712.      0.09350631
 1014           2713.      0.09333338
 1015           2714.      0.09316046
 1016           2715.      0.09298752
 1017           2716.      0.09281459
 1018           2717.       0.0926417
 1019           2718.      0.09246877
 1020           2719.      0.09229583
 1021           2720.      0.09212292
 1022           2721.      0.09194621
 1023           2722.      0.09175347
 1024           2723.      0.09156076
 1025           2724.        0.091368
 1026           2725.      0.09117527
 1027           2726.      0.09098256
 1028           2727.      0.09078984
 1029           2728.      0.09059712
 1030           2729.      0.09040438
 1031           2730.       0.0902117
 1032           2731.      0.09001191
 1033           2732.      0.08981647
 1034           2733.      0.08962108
 1035           2734.      0.08942572
 1036           2735.      0.08923043
 1037           2736.      0.08903515
 1038           2737.      0.08883993
 1039           2738.      0.08864474
 1040           2739.      0.08844958
 1041           2740.      0.08825449
 1042           2741.      0.08807332
 1043           2742.       0.0879171
 1044           2743.       0.0877609
 1045           2744.      0.08760467
 1046           2745.      0.08744845
 1047           2746.      0.08729227
 1048           2747.      0.08713605
 1049           2748.      0.08697983
 1050           2749.      0.08682363
 1051           2750.      0.08666742
 1052           2751.      0.08650878
 1053           2752.      0.08637349
 1054           2753.      0.08623823
 1055           2754.      0.08610301
 1056           2755.      0.08596781
 1057           2756.       0.0858326
 1058           2757.      0.08569745
 1059           2758.      0.08556233
 1060           2759.      0.08542719
 1061           2760.      0.08529212
 1062           2761.      0.08516493
 1063           2762.      0.08503792
 1064           2763.      0.08491093
 1065           2764.      0.08478393
 1066           2765.      0.08465693
 1067           2766.      0.08452994
 1068           2767.      0.08440298
 1069           2768.      0.08427592
 1070           2769.      0.08414894
 1071           2770.      0.08402197
 1072           2771.      0.08388981
 1073           2772.      0.08373418
 1074           2773.      0.08357858
 1075           2774.      0.08342294
 1076           2775.      0.08326731
 1077           2776.      0.08311175
 1078           2777.      0.08295608
 1079           2778.      0.08280046
 1080           2779.      0.08264487
 1081           2780.      0.08248927
 1082           2781.      0.08231884
 1083           2782.      0.08211464
 1084           2783.      0.08191048
 1085           2784.      0.08170636
 1086           2785.      0.08150227
 1087           2786.      0.08129825
